file_name,text_extract,supp_name,supp_vat,date,amount,currency
Aldi (6),ALDI SUISSE AG 8952 Schlieren II 2H Goldschlägiplatz 3 Tel.: 044 730 44 24 CHF CHF Schokorollchen 1.49 A Geflügelsalami 1.99 A KÄSE SNACK 2.95 A KASESNACK 2.95 A Kosmetiktücher 21g 0.85 B Oliven entsteint 0.69 A Zwischensumme 10.92 Rundung 322182 -0.02 S IL.II im m e 10.90 6 Artikel Bar CHF 10.90 BTXIM A 02.5% Netto 9.82 MwSt 0.25 B 07 7% Netto 020.79 MwSt 0.06 *2016 802/0747001/014-26.10.19 15:20 CHE-110.576.236 MWST Unsere öffnungszeiten Mo-Sa: 07:30-20:00 VIELEN DANK FÜR IHREN EINKAUF Ihre Meinung ist gefragt! Bewerten Sie Ihr Einkaufserlebnis unter meinemeinung.aldi-suisse.ch und gewinnen Sie einen Gutschein im Wert von CHF 500.-.,ALDI SUISSE AG,CHE-110.576.236,26.10.2019,10.9,CHF
Aldi (7),ALDI SUISSE AG 8048 Altstetten ZH Flurstrasse/Hohlstrasse Tel.: 044 419 04 18 CHF CHF Salanettis mild 3.99 A Bio Ingwer 200g 1.29 A Poulet Filetspitz. 5.95 A Bundzwiebeln 200g 0.99 A Bohnen 500g 2.49 A Süsskartoffeln 2.43 A 1.062 kg X 2.29 CHF/kg Bio Datteln 2.49 A Zwischensumme 19.63 Attendant-Id: 17 ECR-Id: 3 ECR-Seq: 388 EFT Ref-No: 00019945 Buchung TWINT XXXXXXXXXXXXXXX5720 05.11.2020 18:32 Trm-Id: 31508543 Trx. Seq-Cnt 00019945 Auth. Code: 81f89c Acq-Id 00000000002 Total-EFT CHF: NOJA 19.60 Kopie Kunde ALDI PREIS 19.60 7 Artikel - TWINT CHF 19.60 A 02.5% Netto 19.15 MwSt 0.48 *9007 801/025/003/017 05.11.20 18:32 CHE-110.576.236 MWST Unsere öffnungszeiten Mo-Sa: 07:30-21:00 VIELEN DANK FÜR IHREN EINKAUF Ihre Meinung ist gefragt! Bewerten Sie Ihr Einkaufserlebnis unter meinemeinung.aldi-suisse.ch und gewinnen Sie einen Gutschein im Wert von CHF 500.-. -,ALDI SUISSE AG,CHE-110.576.236,05.11.2020,19.6,CHF
Aldi (8)," ALDI SUISSE AG 8048 Altstetten ZH Flurstrasse/Hohlstrasse Tel. : 044 419 04 1 18 CHF Freil.Eier Imp. 10 CHF Volvic Pf. 0.51 2.79 A RED BULL 250ML 1.29 A BANANEN 1.08 A 0.83 A Pizzasnack Marghe. 0.596 kg X 1.39 CHF/kg Pizzasnack Marghe. 0.99 A Trockenfleisch 0.99 A Kiwis Grün 4 Stück 5.85 A Chiabrot 380g 2.29 A Huettenk.Nat. 2.99 A 1.79 A Zwischensumme 20.89 Attendant-Id: 15 ECR-Id: 1 ECR-Seq: 592 EFT Ref-No: 00016250 Buchung Maestro Contactless XXXXXXXXXXXXXXX9114 14.11.2020 11:29 Trm-Id: 31508120 Trx. Seq-Cnt: 00016250 Auth. Code: 112887 Acq-Id 00000000002 Total-EFT CHF: 20.85 Kopie Kunde ALDI PREIS 20.85 10 Artikel MAESTRO-CH CHF 20.85 A 02.5% Netto 20.38 MwSt 0.51 *3077 801/025/001/015 14.11.20 11:28 CHE-110.576,236 MWST Unsere öffnungszeiten Mo-Sa: 07:30-21:00 VIELEN DANK FÜR IHREN EINKAUF Ihre Meinung ist gefragt! Bewerten Sie Ihr Einkaufserlebnis unter meinemeinung.aldi-suisse.ch und gewinnen Sie einen Gutschein im Wert von CHF 500.-",ALDI SUISSE AG,CHE-110.576.236,14.11.2020,20.85,CHF
Aldi (9)," ALDI SUISSE AG 8048 Altstetten ZH Flurstrasse/Hohlstrasse Tel. 044 419 04 18 CHF OJA CHF Exotische Edelnüs. 3.99 A 3.99 A Fischf im Blättert 221U2 1.36 A Auberginen 0.454 kg X 2.99 CHF/kg 1.55 A BANANEN 1.118 kg X 1.39 CHF/kg 1.89 A Gourmet Chips 125g 1.99 A Hummus Chips 100g 6.99 A Chicken Wings 3.99 A Beef Jerky 60g 1.99 A Volvic 1.51 1.19 A Schoko Fairtr. 1.79 A Bio Schokolade 4.79 A Coca-Cola Z.6x0.33 1.69 A Thomy Senf mild 3.99 A Exotische Edelnüs. Marlboro Gold Box 8.49 B Zwischensumme 49.68 ICJA 16 Attendant-Id: 2 ECR-Id: 400 ECR-Seq: EFT Ref-No: 00013174 Buchung Maestro Contactless XXXXXXXXXXXXXXX9114 29. 10.2020 16:31 Trm-Id: 31508348 Trx. Seq-Cnt: Auth. Code: 112875 Acq-Id 00000000002 Total-EFT CHF: 49.65 Kopie Kunde ALDI PREIS 49.65 15 Artikel MAESTRO-CH CHF 49.65 A 02.5% Netto 40.19 MwSt 1.00 B 07.7% Netto 7.88 MwSt 0.61 *8616 801/025/002/016 29.10.20 16:31 CHE-110.576,236 MWST Unsere öffnungszeiten Mo-Sa: 07:30-21:00 VIELEN DANK FÜR IHREN EINKAUF Ihre Meinung ist gefragt! Bewerten Sie Ihr Einkaufserlebnis unter meinemeinung.aldi-suisse.ch und gewinnen Sie einen Gutschein im Wert von CHF 500.-",ALDI SUISSE AG,CHE-110.576.236,29.10.2020,49.65,CHF
Autogrill (1),Autogrill Schweiz AG Bye Bye Bar Check-in 2 8060 Zürich-Flughafen CHF 2 X 1.90 Buttergipfel 3.80 2 X 1.90 Laugengipfel 3.80 TotalCHF 7.60 TotalEUR 7.00 1 - Bar 7.60 MWSt % Netto Brutto MwSt (2) 2.50 7.41 7.60 0.19 Mwst 2.5% 24.04.2019 06:00 #: 49585 Op:100399C:116404 S:1184 Es bediente Sie:Take-Away Bye Bye Bar Besten Dank Auf Wiedersehen CHE- 106.068.391 MWST,Autogrill Schweiz AG,CHE-106.068.391,24.04.2019,7.6,CHF
Autogrill (2),Autogrill Schweiz AG Raststätte Forrenberg nord 8472 Seuzach Tankstellen-Nr.: 0000590030 Beleg-Nr. 9883/026 I:2 09.09.19 12:41 Rechnung LIEFERANT: Raststätte Forrenberg nord 8472 Seuzach MWST-Nr.: CHE-100.751.928 MWST 000119 CAIL BRANCHEGIPFEL 3.00 CHF B 019176 FANTA LEMON 0.45 L 3.50 CHF B 010541 STIMOROL CLASSIC S 1.90 CHF B 909066 SANDWICH TO GO 7.80 CHF B Total Shop 16.20 CHF MwSt. B 2.50 % 0.40 CHF Gesamtbetrag 16.20 CHF gegeben in 20.00 CHF Rückgeld 3.80 CHF Typ Netto MwSt Brutto B: 2.50% 15.80 0.40 16.2) Beträge in EUR Gesamtbetrag 15.43 EUR,Autogrill Schweiz AG,CHE-100.751.928,09.09.2019,16.2,CHF
Autogrill (3),Autogrill Schweiz AG Helvetia Bar 8060 Zürich-Flughafen CHF Schale Regular 5.70 TotalCHF 5.70 TotalEUR 5.40 I - Bar 5.70 Bar Gegeben20.00Wechselgeld:14.30 MwSt % Netto Brutto MwSt (1) 7.70 5.29 5.70 0.41 Mwst 7.7% 05.08.2019 11:49 #:59413 Op:1002040:121002 S:1210 Es bediente Sie:Lorraine R. Besten Dank Auf Wiedersehen CHE-106.068.391 MWST,Autogrill Schweiz AG,CHE-106.068.391,05.08.2019,5.7,CHF
Autogrill (4)," Autogrill Schweiz AG Raststätte Forrenberg Süd / SOCAR 8472 Seuzach TEL 0522353160 StNr: 100042 Kasse 2 Bed. 20 Dat. 03.07.2018 12:38 Beleg Nr. 2180 VALSER CLASSIC 1.5 L 7,00 2 2,00 * 3,50 CHF MUNZ PRUGELI WEISS L 2,00 2 STIMOROL CL. SPEARMI 1,70 2 TOTAL EUR 9,73 CHF 10,70 BAR CHF 11,00 Rückgeld CHF -0,30 MWSTKL MWST% MWST + Netto = Brutto MWSt2 2,5% 0,26 10,44 10,70 RECHNUNG CHE-106.068.391 MWST Auf Wiedersehen Gute Fahrt Einen schönen Tag",Autogrill Schweiz AG,CHE-106.068.391,03.07.2018,10.7,CHF
Autogrill (5),Autogrill Schweiz AG AIR Restaurant CH-8060 Zürich-flughafen www.air-zrh.ch info-ch@autogrill.net CHF Cappuccino Regular 6.10 Nussstange 3.90 TotalCHF 10.00 TotalEUR 9.75 1 - Bar 10.00 Bar Gegeben20.00Wechselgeld:10.00 MwSt % Netto Brutto MwSt (1) 7.70 9.29 10.00 0.71 Mwst 7.7% 26.01.2020 14:18 #:49643 Op:100056C:1182 S:1182 Es bediente Sie:Blanca H. Vielen Dank für Ihren Besuch. CHE-106.068.391 MWST,Autogrill Schweiz AG,CHE-106.068.391,26.01.2020,10,CHF
Avia (1),Willkommen bei AVIA Franz AG Badenerstrasse 329 8003 Zürich J 058352 17.12.2019 05:52.59 Station: 10035 Tankplatz 1 28.90L Diesel + 1.730CHF/L BETRAG = 50.00CHF Noten 50.00CHF BEZOGEN 50.00CHF GUTHABEN = 0.00CHF CHE-102.337.830 MWST inklusive 7.7% MWST Rechnung A. H. Meyer & Cie AG Badenerstrasse 329 8040 Zürich Besten Dank und gute Fahrt mit AVIA. Für Auskünfte: Tel. 044 498 18 18 tankstellen@ahmeyer.ch,AVIA Franz AG,CHE-102.337.830,17.12.2019,50,CHF
Avia (10)," AVIA Tankstelle STORE SERVICE Neunbrunnenstrasse 40 8050 Zürich Tankstellen-Nr. 0000590051 Beleg-Nr. 6373/003 I:1 18.12.18 19:02 Rechnung LIEFERANT: Osterwalder Zürich AG Neunbrunnenstrasse 40 8050 Zürich MWST-Nr.: CHE-105.837.454 MWST 109813 SUNRISE 10 10.00 CHF F Total Shop 10.00 CHF MwSt. F 0.00 % 0.00 CHF LIEFERANT: Osterwalder Zürich AG Neunbrunnenstrasse 38 8050 Zürich MWST-Nr.: CHE-105.837.454 MWST *000003 DIESEL 40.01 CHF A* *S:04/1 22.29 1 1.795 CHF/1 * 100090 Rundungsdifferenz -0.01 CHF F Total Treibstoff 40.00 CHF MwSt. A 7.70 % 2.86 CHF MwSt. F 0.00 % 0.00 CHF Gesamtbetrag 50.00 CHF MAESTRO 50.00 CHF Typ Netto MwSt Brutto A: 7.70% 37.15 2.86 40.01 F : 0.00% 9.99 0.00 9.99 Summe 47.14 2.86 50.00 Beträge in EUR Gesamtbetrag 46.43 EUR *** Kundenbeleg *** Buchung Maestro 18.12.2018 19:02:44 Trm-Id: 30906655 AID: A0000000043060 Trx. Seq-Cnt: 88269 Auth. Code: 787290 Total-EFT CHF: 50.00 Vielen Dank, gute Fahrt und auf Wiedersehen.",Osterwalder Zürich AG,CHE-105.837.454,18.12.2018,50,CHF
Avia (11)," AVIA Tankstelle STORE SERVICE Neunbrunnenstrasse 40 8050 Zürich Tankstellen-Nr.: 0000590051 Beleg-Nr. 7595/008 I:1 31.03.19 19:31 Rechnung LIEFERANT: Osterwalder Zürich AG Neunbrunnenstrasse 40 8050 Zürich MWST-Nr.: CHE-105.837.454 MWST 103854 COLA ZERO 1,5L 2.95 CHF B 103875 RIVELLA ROT 1,5L 3.20 CHF B 103744 J.D. WHISKY 70CL 39.90 CHF A 100384 QUOLLFR 6X50CL 45.60 CHF A 4 St 11.40 CHF/St Total Shop 91.65 CHF MwSt. B 2.50 % 0.15 CHF MwSt. A 7.70 % 6.11 CHF Gesamtbetrag 91.65 CHF gegeben in 100.00 CHF Rückgeld 8.35 CHF Typ Netto MwSt Brutto A: 7.70% 79.39 6.11 85.50 B: 2.50% 6.00 0.15 6.15 Summe 85.39 6.26 91.65 Beträge in EUR Gesamtbetrag 83.68 EUR Vielen Dank, gute Fahrt und auf Wiedersehen.",Osterwalder Zürich AG,CHE-105.837.454,31.03.2019,91.65,CHF
Avia (12)," AVIA Tankstelle Bernstrasse Nord 182 8064 Zürich Tankstellen-Nr.: 0000010495 Tel.: 044 498 18 1 18 Fax.: 044 498 18 25 Beleg-Nr. 5308/058 0:58 01.10.19 23:21 Rechnung LIEFERANT: A.H. Meyer & Cie AG Badenerstrasse 329 8040 Zürich MWST-Nr.: CHE-102.337.830 MWST *000004 Bleifrei 95 25.05 CHF A* *S:02/2 15.56 1 1.610 CHF/1 * Total Treibstoff 25.05 CHF MwSt. A 7.70 1.79 CHF Gesantbetrag 25.05 CHF MAESTRO CH 25.05 CHF Typ Netto MWSt Brutto A: 7.70% 23.26 1.79 25.05 Beträge in EUR Gesamtbetrag 17.46 EUR AVIA Tankstelle Bernerstrasse Nord 182 8064 Zuerich *** Kundenbeleg *** Buchung Maestro XXXXXXXXXXXXXXX4202 01.10.2019 23:26:47 Trm-Id: 30906691 AID: A0000000043060 Trx. Seq-Cnt: 103580 Auth. Code: 110451 Total-EFT CHF: 25.05 Vielen Dank, gute Fahrt und auf Wiedersehen",A.H. Meyer & Cie AG,CHE-102.337.830,01.10.2019,25.05,CHF
Avia (2),Willkommen bei AVIA Franz AG Badenerstrasse 329 I 8003 Zürich J 079905 26.04.2020 19:53.36 Station : 10035 Tankplatz 1 6.67L Diesel * 1.500CHF/L BETRAG = 10.00CHF Noten = 10.00CHF BEZOGEN = 10.00CHF GUTHABEN = 0.00CHF CHE - -102.337.830 MWST inklusive 7.7% MWST Rechnung A H Meyer & Cie AG Badenerstrasse 329 8040 Zürich Besten Dank und gute Fairt mit AVIA Für Auskünfte: Tel. 044 498 18 18 tankstellen@ahmeyer. ch,AVIA Franz AG,CHE-102.337.830,26.04.2020,10,CHF
Avia (3),AV/A AVIA Willkommen bei AVIA Shop Neuenhof Zürcherstrasse 104 5432 Neuenhof RECHNUNG 587630# AVIA SUPER 365 SAE 1 14.00 C SUMME CHF BAR 14.00 Wechselgeld 50.00 -36.00 Netto MwSt 7.70% Brutto 13.00 1.00 14.00 C CHE-102.337.830 MWST (C) A. H. Meyer & Cie AG Badenerstrasse 329 8040 Zürich $$$$$$$$$$$$$ BETRäGE IN EUR SUMME EUR 13.33 EUR 7.70% 12.38 0.95 13.33 C Besten Dank und gute Fahrt mit AVIA. Für Auskünfte: Tel. 044 498 18 18 tankstellen@ahmeyer.ch Es bediente Sie Frau D.Kurtishi 3925Z 04.11.2019 20:08/1506/ 1K/ 11P/ 495871L,A. H. Meyer & Cie AG,CHE-102.337.830,04.11.2019,14,CHF
Avia (4),AVÍA AVIA Shop Tankstelle Willestrasse 13 8957 Spreitenbach Stat.Nr. 30-971 Tel. 062 508 46 00 www.grisard.ch RECHNUNG 640339# Treibstoffabgabe bei 15°C kompensiert Lattesso Sport 2.70 B Lattesso Sport 2.70 B PowerbarNut2 2.90 B SUMME CHF 8.30 EFT 102 - MasterCard 8.30 *** Kundenbeleg *** Buchung Mastercard XXXXXXXXXXXX4623 26.10.2020 21:45:51 Trm-Id: 30903237 AID: A0000000041010 Trx. Seq-Cnt: 271770 Auth. Code: 556735 Total-EFT CHF: 8.30 Netto MwSt Brutto 2.50% 8.10 0.20 8.30 B CHE-225.845.090 MWST (B) AVIA / Grisard AG Uferstr. 90 / 4019 Basel Treibstoffabgabe bei 15°C kompensiert Besten Dank und gute Fahrt Es bediente Sie J.Jertila 3542Z 26.10.2020 20:47/1999/ 1K/ 3P/ 302607L,AVIA / Grisard AG,CHE-225.845.090,26.10.2020,8.3,CHF
Avia (5),Willkommen bei AVIA Franz AG Badenerstrasse 329 8003 Zürich J 078594 20.04.2020 20:59.03 Station : 10035 Tankplatz 1 13.07L Diesel + 1.530CHF/L BETRAG = 20.00CHF Noten = 20.00CHF BEZOGEN = 20.00CHF GUTHABEN = 0.00CHF CHE - 102.337. 830 MWST inklusive 7.7% MWST Rechnung A. H. Meyer & Cie AG Badenerstrasse 329 8040 Zürich Besten Dank und gute Fahrt mit AVIA. Für Auskünfte: Tel. 044 498 18 8 tankstellen@ahmeyer.ch,AVIA Franz AG,CHE-102.337.830,20.04.2020,20,CHF
Avia (6)," Willkommen bei AVIA Franz AG Badenerstrasse 329 8003 Zürich 079708 10.04.2018 06:41.13 Station: 10035 Tankplatz 1 29.76L Diesel , 1.680CHF/L BETRAG = 50.00CHF Noten = 50.00CHF BEZOGEN = 50.00CHF GUTHABEN = 0.00CHF CHE-102.337 - 830 MWST inklusive 7.7% MWST Rechnung A. I Meyer & Cie AG Badenerstrasse 329 8040 Zürich AVIA - Immer weiterkommen Für Auskünfte Tel. 044 498 18 18",AVIA Franz AG,CHE-102.337-830,10.04.2018,50,CHF
